,NCBI_IDs,NCBI_taxa,,,Symbol,Size,Color,Fill,Position,Label
1309,1500280,Herbiconiux_sp._YR403,Herbiconiux_sp._YR403|1500280,Herbiconiux_sp._YR403|1500280,NA,NA,NA,NA,NA,NA
1310,1500289,Chryseobacterium_sp._OV705,Chryseobacterium_sp._OV705|1500289,Chryseobacterium_sp._OV705|1500289,NA,NA,NA,NA,NA,NA
1311,1500292,Chryseobacterium_sp._YR459,Chryseobacterium_sp._YR459|1500292,Chryseobacterium_sp._YR459|1500292,NA,NA,NA,NA,NA,NA
1312,1500293,Chryseobacterium_sp._YR221,Chryseobacterium_sp._YR221|1500293,Chryseobacterium_sp._YR221|1500293,NA,NA,NA,NA,NA,NA
1313,1500294,Chryseobacterium_sp._YR485,Chryseobacterium_sp._YR485|1500294,Chryseobacterium_sp._YR485|1500294,NA,NA,NA,NA,NA,NA
1314,1506995,Streptomyces_sp._CNS654,Streptomyces_sp._CNS654|1506995,Streptomyces_sp._CNS654|1506995,NA,NA,NA,NA,NA,NA
1315,1519461,Stanieria_cyanosphaera_SAG_33.87,Stanieria_cyanosphaera_SAG_33.87|1519461,Stanieria_cyanosphaera_SAG_33.87|1519461,NA,NA,NA,NA,NA,NA
1316,1521527,Tolypothrix_tenuis_SAG_94.79,Tolypothrix_tenuis_SAG_94.79|1521527,Tolypothrix_tenuis_SAG_94.79|1521527,NA,NA,NA,NA,NA,NA
1317,1524257,Limimaricola_aestuariicola,Limimaricola_aestuariicola|1524257,Limimaricola_aestuariicola|1524257,NA,NA,NA,NA,NA,NA
1318,1538808,Phlegmacium_albofragrans,Phlegmacium_albofragrans|1538808,Phlegmacium_albofragrans|1538808,NA,NA,NA,NA,NA,NA
1319,1539016,Cortinarius_alboglobosus,Cortinarius_alboglobosus|1539016,Cortinarius_alboglobosus|1539016,NA,NA,NA,NA,NA,NA
1320,1563158,Erwinia_endophytica,Erwinia_endophytica|1563158,Erwinia_endophytica|1563158,NA,NA,NA,NA,NA,NA
1321,1564932,Acrophialophora_levis,Acrophialophora_levis|1564932,Acrophialophora_levis|1564932,NA,NA,NA,NA,NA,NA
1322,1567552,Trichoderma_lentiforme,Trichoderma_lentiforme|1567552,Trichoderma_lentiforme|1567552,NA,NA,NA,NA,NA,NA
1323,1579108,Amanita_protecta,Amanita_protecta|1579108,Amanita_protecta|1579108,NA,NA,NA,NA,NA,NA
1324,1582793,Lactarius_aestivus,Lactarius_aestivus|1582793,Lactarius_aestivus|1582793,NA,NA,NA,NA,NA,NA
1325,1586344,Perenniporia_koreana,Perenniporia_koreana|1586344,Perenniporia_koreana|1586344,NA,NA,NA,NA,NA,NA
1326,1592326,Actinobacteria_bacterium_OK006,Actinobacteria_bacterium_OK006|1592326,Actinobacteria_bacterium_OK006|1592326,NA,NA,NA,NA,NA,NA
1327,1592327,Actinobacteria_bacterium_OK074,Actinobacteria_bacterium_OK074|1592327,Actinobacteria_bacterium_OK074|1592327,NA,NA,NA,NA,NA,NA
1328,1592328,Actinobacteria_bacterium_OV450,Actinobacteria_bacterium_OV450|1592328,Actinobacteria_bacterium_OV450|1592328,NA,NA,NA,NA,NA,NA
1329,1592329,Actinobacteria_bacterium_OV320,Actinobacteria_bacterium_OV320|1592329,Actinobacteria_bacterium_OV320|1592329,NA,NA,NA,NA,NA,NA
1330,1594211,Streptomyces_sp._CBR53,Streptomyces_sp._CBR53|1594211,Streptomyces_sp._CBR53|1594211,NA,NA,NA,NA,NA,NA
1331,1594213,Escovopsis_sp._ACRO424,Escovopsis_sp._ACRO424|1594213,Escovopsis_sp._ACRO424|1594213,NA,NA,NA,NA,NA,NA
1332,1608400,Algibacter_amylolyticus,Algibacter_amylolyticus|1608400,Algibacter_amylolyticus|1608400,NA,NA,NA,NA,NA,NA
1333,1608831,Hyalidium_penicilliforme,Hyalidium_penicilliforme|1608831,Hyalidium_penicilliforme|1608831,NA,NA,NA,NA,NA,NA
1334,1610689,Sarocladium_implicatum,Sarocladium_implicatum|1610689,Sarocladium_implicatum|1610689,NA,NA,NA,NA,NA,NA
1335,1611329,Cerrena_aurantiopora,Cerrena_aurantiopora|1611329,Cerrena_aurantiopora|1611329,NA,NA,NA,NA,NA,NA
1336,1612426,Aspergillus_allahabadii,Aspergillus_allahabadii|1612426,Aspergillus_allahabadii|1612426,NA,NA,NA,NA,NA,NA
1337,1634538,Pseudonectria_foliicola,Pseudonectria_foliicola|1634538,Pseudonectria_foliicola|1634538,NA,NA,NA,NA,NA,NA
1338,1648207,Xerocomellus_mendocinensis,Xerocomellus_mendocinensis|1648207,Xerocomellus_mendocinensis|1648207,NA,NA,NA,NA,NA,NA
1339,1655439,Micromonospora_craterilacus,Micromonospora_craterilacus|1655439,Micromonospora_craterilacus|1655439,Circle,10,#FF000,NA,1,NA
1340,1661726,Aureoboletus_mirabilis,Aureoboletus_mirabilis|1661726,Aureoboletus_mirabilis|1661726,NA,NA,NA,NA,NA,NA
1341,1679076,Natronobiforma_cellulositropha,Natronobiforma_cellulositropha|1679076,Natronobiforma_cellulositropha|1679076,NA,NA,NA,NA,NA,NA
1342,1679083,Natrarchaeobius_chitinivorans,Natrarchaeobius_chitinivorans|1679083,Natrarchaeobius_chitinivorans|1679083,NA,NA,NA,NA,NA,NA
1343,1679091,Natrarchaeobius_halalkaliphilus,Natrarchaeobius_halalkaliphilus|1679091,Natrarchaeobius_halalkaliphilus|1679091,NA,NA,NA,NA,NA,NA
1344,1679096,Halococcoides_cellulosivorans,Halococcoides_cellulosivorans|1679096,Halococcoides_cellulosivorans|1679096,NA,NA,NA,NA,NA,NA
1345,1682413,Neoidriella_desertorum,Neoidriella_desertorum|1682413,Neoidriella_desertorum|1682413,NA,NA,NA,NA,NA,NA
1346,1690606,Exophiala_bonariae,Exophiala_bonariae|1690606,Exophiala_bonariae|1690606,NA,NA,NA,NA,NA,NA
1347,1707700,Cladosporium_sp.,Cladosporium_sp.|1707700,Cladosporium_sp.|1707700,NA,NA,NA,NA,NA,NA
1348,1707701,Phoma_sp.,Phoma_sp.|1707701,Phoma_sp.|1707701,NA,NA,NA,NA,NA,NA
1349,1707706,Talaromyces_sp.,Talaromyces_sp.|1707706,Talaromyces_sp.|1707706,NA,NA,NA,NA,NA,NA
1350,1712000,Agaricus_thiersii,Agaricus_thiersii|1712000,Agaricus_thiersii|1712000,NA,NA,NA,NA,NA,NA
1351,1715219,Agaricus_sp.,Agaricus_sp.|1715219,Agaricus_sp.|1715219,NA,NA,NA,NA,NA,NA
1352,1715220,Alternaria_sp.,Alternaria_sp.|1715220,Alternaria_sp.|1715220,NA,NA,NA,NA,NA,NA
1353,1715253,Trichoderma_sp.,Trichoderma_sp.|1715253,Trichoderma_sp.|1715253,NA,NA,NA,NA,NA,NA
1354,1742635,Trichoderma_rifaii,Trichoderma_rifaii|1742635,Trichoderma_rifaii|1742635,NA,NA,NA,NA,NA,NA
1355,1756096,Massarina_sp.,Massarina_sp.|1756096,Massarina_sp.|1756096,NA,NA,NA,NA,NA,NA
1356,1756133,Diaporthe_sp.,Diaporthe_sp.|1756133,Diaporthe_sp.|1756133,NA,NA,NA,NA,NA,NA
1357,1756136,Lecanicillium_sp.,Lecanicillium_sp.|1756136,Lecanicillium_sp.|1756136,NA,NA,NA,NA,NA,NA
1358,1761758,Bacillus_sp._bc15,Bacillus_sp._bc15|1761758,Bacillus_sp._bc15|1761758,NA,NA,NA,NA,NA,NA
1359,1761766,Bacillus_sp._ok061,Bacillus_sp._ok061|1761766,Bacillus_sp._ok061|1761766,NA,NA,NA,NA,NA,NA
1360,1761771,Bradyrhizobium_sp._cf659,Bradyrhizobium_sp._cf659|1761771,Bradyrhizobium_sp._cf659|1761771,NA,NA,NA,NA,NA,NA
1361,1761784,Flavobacterium_sp._fv08,Flavobacterium_sp._fv08|1761784,Flavobacterium_sp._fv08|1761784,NA,NA,NA,NA,NA,NA
1362,1761785,Flavobacterium_sp._ov086,Flavobacterium_sp._ov086|1761785,Flavobacterium_sp._ov086|1761785,NA,NA,NA,NA,NA,NA
1363,1761791,Lysobacter_sp._yr284,Lysobacter_sp._yr284|1761791,Lysobacter_sp._yr284|1761791,NA,NA,NA,NA,NA,NA
1364,1761879,Paenibacillus_sp._ov031,Paenibacillus_sp._ov031|1761879,Paenibacillus_sp._ov031|1761879,NA,NA,NA,NA,NA,NA
1365,1761896,Pseudomonas_sp._ok266,Pseudomonas_sp._ok266|1761896,Pseudomonas_sp._ok266|1761896,NA,NA,NA,NA,NA,NA
1366,1761903,Streptomyces_sp._cf124,Streptomyces_sp._cf124|1761903,Streptomyces_sp._cf124|1761903,NA,NA,NA,NA,NA,NA
1367,1761904,Streptomyces_sp._cf386,Streptomyces_sp._cf386|1761904,Streptomyces_sp._cf386|1761904,NA,NA,NA,NA,NA,NA
1368,1761905,Streptomyces_sp._ok210,Streptomyces_sp._ok210|1761905,Streptomyces_sp._ok210|1761905,NA,NA,NA,NA,NA,NA
1369,1761906,Streptomyces_sp._yr375,Streptomyces_sp._yr375|1761906,Streptomyces_sp._yr375|1761906,NA,NA,NA,NA,NA,NA
1370,1763456,Calycina_marina,Calycina_marina|1763456,Calycina_marina|1763456,NA,NA,NA,NA,NA,NA
1371,1769485,Daldinia_sp.,Daldinia_sp.|1769485,Daldinia_sp.|1769485,NA,NA,NA,NA,NA,NA
1372,1770196,Neoascochyta_graminicola,Neoascochyta_graminicola|1770196,Neoascochyta_graminicola|1770196,NA,NA,NA,NA,NA,NA
1373,1784714,Arcticibacterium_luteifluviistationis,Arcticibacterium_luteifluviistationis|1784714,Arcticibacterium_luteifluviistationis|1784714,NA,NA,NA,NA,NA,NA
1374,1789029,Ramaria_apiculata_var._apiculata,Ramaria_apiculata_var._apiculata|1789029,Ramaria_apiculata_var._apiculata|1789029,NA,NA,NA,NA,NA,NA
1375,1793963,Bacillus_nakamurai,Bacillus_nakamurai|1793963,Bacillus_nakamurai|1793963,NA,NA,NA,NA,NA,NA
1376,1796621,Clostridium_sordelli,Clostridium_sordelli|1796621,Clostridium_sordelli|1796621,Circle,10,#FF000,NA,1,NA
1377,1801619,Collimonas_sp._OK412,Collimonas_sp._OK412|1801619,Collimonas_sp._OK412|1801619,NA,NA,NA,NA,NA,NA
1378,1806669,Neptuniibacter_pectenicola,Neptuniibacter_pectenicola|1806669,Neptuniibacter_pectenicola|1806669,NA,NA,NA,NA,NA,NA
1379,1806792,Tricholoma_murrillianum,Tricholoma_murrillianum|1806792,Tricholoma_murrillianum|1806792,NA,NA,NA,NA,NA,NA
1380,1807871,Streptomyces_xylanilyticus,Streptomyces_xylanilyticus|1807871,Streptomyces_xylanilyticus|1807871,NA,NA,NA,NA,NA,NA
1381,1840328,Lenzites_styracinus,Lenzites_styracinus|1840328,Lenzites_styracinus|1840328,NA,NA,NA,NA,NA,NA
1382,1849816,Quambalaria_sp.,Quambalaria_sp.|1849816,Quambalaria_sp.|1849816,NA,NA,NA,NA,NA,NA
1383,1853311,Lutibacter_oceani,Lutibacter_oceani|1853311,Lutibacter_oceani|1853311,NA,NA,NA,NA,NA,NA
1384,1853546,Debaryomyces_sp.,Debaryomyces_sp.|1853546,Debaryomyces_sp.|1853546,NA,NA,NA,NA,NA,NA
1385,1853550,Candida_sp.__in_Saccharomycetales,Candida_sp.__in_Saccharomycetales|1853550,Candida_sp.__in_Saccharomycetales|1853550,NA,NA,NA,NA,NA,NA
1386,1855285,Rhodoferax_sp._OV413,Rhodoferax_sp._OV413|1855285,Rhodoferax_sp._OV413|1855285,NA,NA,NA,NA,NA,NA
1387,1855296,Lysinibacillus_sp._YR326,Lysinibacillus_sp._YR326|1855296,Lysinibacillus_sp._YR326|1855296,NA,NA,NA,NA,NA,NA
1388,1855297,Mucilaginibacter_sp._OK098,Mucilaginibacter_sp._OK098|1855297,Mucilaginibacter_sp._OK098|1855297,NA,NA,NA,NA,NA,NA
1389,1855298,Mucilaginibacter_sp._YR332,Mucilaginibacter_sp._YR332|1855298,Mucilaginibacter_sp._YR332|1855298,NA,NA,NA,NA,NA,NA
1390,1855305,Roseateles_sp._YR242,Roseateles_sp._YR242|1855305,Roseateles_sp._YR242|1855305,Circle,10,#FF000,NA,1,NA
1391,1856740,Simplicillium_sp.,Simplicillium_sp.|1856740,Simplicillium_sp.|1856740,NA,NA,NA,NA,NA,NA
1392,1856741,Tolypocladium_sp.,Tolypocladium_sp.|1856741,Tolypocladium_sp.|1856741,NA,NA,NA,NA,NA,NA
1393,1859699,Albifimbria_verrucaria,Albifimbria_verrucaria|1859699,Albifimbria_verrucaria|1859699,NA,NA,NA,NA,NA,NA
1394,1859956,Epicoccum_sp.,Epicoccum_sp.|1859956,Epicoccum_sp.|1859956,NA,NA,NA,NA,NA,NA
1395,1860054,Striaticonidium_cinctum,Striaticonidium_cinctum|1860054,Striaticonidium_cinctum|1860054,NA,NA,NA,NA,NA,NA
1396,1860055,Striaticonidium_humicola,Striaticonidium_humicola|1860055,Striaticonidium_humicola|1860055,NA,NA,NA,NA,NA,NA
1397,1869190,Roseomonas_sp.,Roseomonas_sp.|1869190,Roseomonas_sp.|1869190,NA,NA,NA,NA,NA,NA
1398,1869337,Parabacteroides_sp.,Parabacteroides_sp.|1869337,Parabacteroides_sp.|1869337,Circle,10,#FF000,NA,1,NA
1399,1869344,Curtobacterium_sp.,Curtobacterium_sp.|1869344,Curtobacterium_sp.|1869344,NA,NA,NA,NA,NA,NA
1400,1869345,Lysinibacillus_sp.,Lysinibacillus_sp.|1869345,Lysinibacillus_sp.|1869345,NA,NA,NA,NA,NA,NA
1401,1871042,Mycetocola_sp.,Mycetocola_sp.|1871042,Mycetocola_sp.|1871042,NA,NA,NA,NA,NA,NA
1402,1871328,Kocuria_sp.,Kocuria_sp.|1871328,Kocuria_sp.|1871328,NA,NA,NA,NA,NA,NA
1403,1871551,Agaricus_buckmacadooi,Agaricus_buckmacadooi|1871551,Agaricus_buckmacadooi|1871551,NA,NA,NA,NA,NA,NA
1404,1871615,Dermacoccus_sp.,Dermacoccus_sp.|1871615,Dermacoccus_sp.|1871615,NA,NA,NA,NA,NA,NA
1405,1871616,Dietzia_sp.,Dietzia_sp.|1871616,Dietzia_sp.|1871616,NA,NA,NA,NA,NA,NA
1406,1872398,Aerococcus_sp.,Aerococcus_sp.|1872398,Aerococcus_sp.|1872398,NA,NA,NA,NA,NA,NA
1407,1872530,Anaerostipes_sp.,Anaerostipes_sp.|1872530,Anaerostipes_sp.|1872530,NA,NA,NA,NA,NA,NA
1408,1872633,Arenibacter_sp.,Arenibacter_sp.|1872633,Arenibacter_sp.|1872633,NA,NA,NA,NA,NA,NA
1409,1873428,Bondarzewia_occidentalis,Bondarzewia_occidentalis|1873428,Bondarzewia_occidentalis|1873428,NA,NA,NA,NA,NA,NA
1410,1873482,Xenorhabdus_eapokensis,Xenorhabdus_eapokensis|1873482,Xenorhabdus_eapokensis|1873482,NA,NA,NA,NA,NA,NA
1411,1881035,Mitsuaria_sp._PDC51,Mitsuaria_sp._PDC51|1881035,Mitsuaria_sp._PDC51|1881035,NA,NA,NA,NA,NA,NA
1412,1881040,Chitinophaga_sp._YR573,Chitinophaga_sp._YR573|1881040,Chitinophaga_sp._YR573|1881040,NA,NA,NA,NA,NA,NA
1413,1881041,Chitinophaga_sp._YR627,Chitinophaga_sp._YR627|1881041,Chitinophaga_sp._YR627|1881041,NA,NA,NA,NA,NA,NA
1414,1881063,Pseudomonas_sp._OV546,Pseudomonas_sp._OV546|1881063,Pseudomonas_sp._OV546|1881063,NA,NA,NA,NA,NA,NA
1415,1882758,Flavobacterium_sp._CF108,Flavobacterium_sp._CF108|1882758,Flavobacterium_sp._CF108|1882758,NA,NA,NA,NA,NA,NA
1416,1882762,Bacillus_sp._OK838,Bacillus_sp._OK838|1882762,Bacillus_sp._OK838|1882762,NA,NA,NA,NA,NA,NA
1417,1882769,Rhodococcus_sp._OK302,Rhodococcus_sp._OK302|1882769,Rhodococcus_sp._OK302|1882769,NA,NA,NA,NA,NA,NA
1418,1882770,Streptomyces_sp._OK885,Streptomyces_sp._OK885|1882770,Streptomyces_sp._OK885|1882770,NA,NA,NA,NA,NA,NA
1419,1882771,Kitasatospora_sp._OK780,Kitasatospora_sp._OK780|1882771,Kitasatospora_sp._OK780|1882771,NA,NA,NA,NA,NA,NA
1420,1882775,Variovorax_sp._OK212,Variovorax_sp._OK212|1882775,Variovorax_sp._OK212|1882775,NA,NA,NA,NA,NA,NA
1421,1882777,Variovorax_sp._OV084,Variovorax_sp._OV084|1882777,Variovorax_sp._OV084|1882777,NA,NA,NA,NA,NA,NA
1422,1882786,Streptomyces_sp._OK228,Streptomyces_sp._OK228|1882786,Streptomyces_sp._OK228|1882786,NA,NA,NA,NA,NA,NA
1423,1882787,Streptomyces_sp._OV198,Streptomyces_sp._OV198|1882787,Streptomyces_sp._OV198|1882787,NA,NA,NA,NA,NA,NA
1424,1882814,Rhodococcus_sp._OK270,Rhodococcus_sp._OK270|1882814,Rhodococcus_sp._OK270|1882814,NA,NA,NA,NA,NA,NA
1425,1882826,Variovorax_sp._OV700,Variovorax_sp._OV700|1882826,Variovorax_sp._OV700|1882826,NA,NA,NA,NA,NA,NA
1426,1882827,Variovorax_sp._PDC80,Variovorax_sp._PDC80|1882827,Variovorax_sp._PDC80|1882827,NA,NA,NA,NA,NA,NA
1427,1882945,Brevibacillus_sp.,Brevibacillus_sp.|1882945,Brevibacillus_sp.|1882945,NA,NA,NA,NA,NA,NA
1428,1884311,Variovorax_sp._OK202,Variovorax_sp._OK202|1884311,Variovorax_sp._OK202|1884311,NA,NA,NA,NA,NA,NA
1429,1884360,Viridibacillus_sp._OK051,Viridibacillus_sp._OK051|1884360,Viridibacillus_sp._OK051|1884360,NA,NA,NA,NA,NA,NA
1430,1884364,Novosphingobium_sp._CF614,Novosphingobium_sp._CF614|1884364,Novosphingobium_sp._CF614|1884364,NA,NA,NA,NA,NA,NA
1431,1884367,Chitinophaga_sp._CF118,Chitinophaga_sp._CF118|1884367,Chitinophaga_sp._CF118|1884367,NA,NA,NA,NA,NA,NA
1432,1884380,Paenibacillus_sp._OK003,Paenibacillus_sp._OK003|1884380,Paenibacillus_sp._OK003|1884380,NA,NA,NA,NA,NA,NA
1433,1884383,Variovorax_sp._YR752,Variovorax_sp._YR752|1884383,Variovorax_sp._YR752|1884383,NA,NA,NA,NA,NA,NA
1434,1884384,Variovorax_sp._YR750,Variovorax_sp._YR750|1884384,Variovorax_sp._YR750|1884384,NA,NA,NA,NA,NA,NA
1435,1884385,Variovorax_sp._YR634,Variovorax_sp._YR634|1884385,Variovorax_sp._YR634|1884385,NA,NA,NA,NA,NA,NA
1436,1884386,Variovorax_sp._YR266,Variovorax_sp._YR266|1884386,Variovorax_sp._YR266|1884386,NA,NA,NA,NA,NA,NA
1437,1884818,Escherichia_sp.,Escherichia_sp.|1884818,Escherichia_sp.|1884818,Circle,10,#FF000,NA,1,NA
1438,1884876,Winogradskyella_flava,Winogradskyella_flava|1884876,Winogradskyella_flava|1884876,Circle,10,#FF000,NA,1,NA
1439,1885016,Rothia_sp.,Rothia_sp.|1885016,Rothia_sp.|1885016,Circle,10,#FF000,NA,1,NA
1440,1890457,Ophiosimulans_tanaceti,Ophiosimulans_tanaceti|1890457,Ophiosimulans_tanaceti|1890457,NA,NA,NA,NA,NA,NA
1441,1891652,Beauveria_sp.,Beauveria_sp.|1891652,Beauveria_sp.|1891652,NA,NA,NA,NA,NA,NA
1442,1894999,Enhydrobacter_sp.,Enhydrobacter_sp.|1894999,Enhydrobacter_sp.|1894999,NA,NA,NA,NA,NA,NA
1443,1896336,Citrobacter_sp.,Citrobacter_sp.|1896336,Citrobacter_sp.|1896336,NA,NA,NA,NA,NA,NA
1444,1896961,Amycolatopsis_sp._AA4,Amycolatopsis_sp._AA4|1896961,Amycolatopsis_sp._AA4|1896961,NA,NA,NA,NA,NA,NA
1445,1898207,Clostridiales_bacterium,Clostridiales_bacterium|1898207,Clostridiales_bacterium|1898207,Circle,10,#FF000,NA,1,NA
1446,1904441,Rhodobacteraceae_bacterium,Rhodobacteraceae_bacterium|1904441,Rhodobacteraceae_bacterium|1904441,Circle,10,#FF000,NA,1,NA
1447,1905009,Moorena_producens_PAL,Moorena_producens_PAL|1905009,Moorena_producens_PAL|1905009,NA,NA,NA,NA,NA,NA
1448,1907943,Geotrichum_sp.,Geotrichum_sp.|1907943,Geotrichum_sp.|1907943,NA,NA,NA,NA,NA,NA
1449,1914249,Motilimonas_sp.,Motilimonas_sp.|1914249,Motilimonas_sp.|1914249,NA,NA,NA,NA,NA,NA
1450,1914992,Streptomyces_sp._DUT11,Streptomyces_sp._DUT11|1914992,Streptomyces_sp._DUT11|1914992,NA,NA,NA,NA,NA,NA
1451,1924944,Porphyromonas_sp.,Porphyromonas_sp.|1924944,Porphyromonas_sp.|1924944,Circle,10,#FF000,NA,1,NA
1452,1926307,Veillonella_sp.,Veillonella_sp.|1926307,Veillonella_sp.|1926307,Circle,10,#FF000,NA,1,NA
1453,1931348,Phlebiopsis_castanea,Phlebiopsis_castanea|1931348,Phlebiopsis_castanea|1931348,NA,NA,NA,NA,NA,NA
1454,1933435,Biatriospora_sp.,Biatriospora_sp.|1933435,Biatriospora_sp.|1933435,NA,NA,NA,NA,NA,NA
1455,1938882,Penicillium_pedernalense,Penicillium_pedernalense|1938882,Penicillium_pedernalense|1938882,NA,NA,NA,NA,NA,NA
1456,1940281,Hoeflea_sp.,Hoeflea_sp.|1940281,Hoeflea_sp.|1940281,NA,NA,NA,NA,NA,NA
1457,1944660,Parvimonas_sp.,Parvimonas_sp.|1944660,Parvimonas_sp.|1944660,Circle,10,#FF000,NA,1,NA
1458,1955124,Volutella_sp.,Volutella_sp.|1955124,Volutella_sp.|1955124,NA,NA,NA,NA,NA,NA
1459,1967289,Oceanicola_sp.,Oceanicola_sp.|1967289,Oceanicola_sp.|1967289,NA,NA,NA,NA,NA,NA
1460,1971214,Peptoniphilus_sp.,Peptoniphilus_sp.|1971214,Peptoniphilus_sp.|1971214,Circle,10,#FF000,NA,1,NA
1461,1972512,Loktanella_acticola,Loktanella_acticola|1972512,Loktanella_acticola|1972512,NA,NA,NA,NA,NA,NA
1462,1977903,Propionibacterium_sp.,Propionibacterium_sp.|1977903,Propionibacterium_sp.|1977903,NA,NA,NA,NA,NA,NA
1463,1979206,Salinispora_sp.,Salinispora_sp.|1979206,Salinispora_sp.|1979206,Circle,10,#FF000,NA,1,NA
1464,1983730,Gymnopilus_ventricosus,Gymnopilus_ventricosus|1983730,Gymnopilus_ventricosus|1983730,NA,NA,NA,NA,NA,NA
1465,2005885,Streptomyces_sp._S063,Streptomyces_sp._S063|2005885,Streptomyces_sp._S063|2005885,NA,NA,NA,NA,NA,NA
1466,2006378,Scopulariopsis_sp.,Scopulariopsis_sp.|2006378,Scopulariopsis_sp.|2006378,NA,NA,NA,NA,NA,NA
1467,2012027,Hemimycena_sp.,Hemimycena_sp.|2012027,Hemimycena_sp.|2012027,NA,NA,NA,NA,NA,NA
1468,2014840,Lectera_capsici,Lectera_capsici|2014840,Lectera_capsici|2014840,NA,NA,NA,NA,NA,NA
1469,2014856,Westerdykella_centenaria,Westerdykella_centenaria|2014856,Westerdykella_centenaria|2014856,NA,NA,NA,NA,NA,NA
1470,2015592,Facklamia_sp.,Facklamia_sp.|2015592,Facklamia_sp.|2015592,NA,NA,NA,NA,NA,NA
1471,2016213,Curvularia_pisi,Curvularia_pisi|2016213,Curvularia_pisi|2016213,NA,NA,NA,NA,NA,NA
1472,2020714,Olleya_algicola,Olleya_algicola|2020714,Olleya_algicola|2020714,NA,NA,NA,NA,NA,NA
1473,2025977,Preussia_subticinensis,Preussia_subticinensis|2025977,Preussia_subticinensis|2025977,NA,NA,NA,NA,NA,NA
1474,2042683,Olsenella_sp.,Olsenella_sp.|2042683,Olsenella_sp.|2042683,Circle,10,#FF000,NA,1,NA
1475,2044521,Natrarchaeobaculum_sulfurireducens,Natrarchaeobaculum_sulfurireducens|2044521,Natrarchaeobaculum_sulfurireducens|2044521,NA,NA,NA,NA,NA,NA
1476,2050816,Neodeightonia_sp.,Neodeightonia_sp.|2050816,Neodeightonia_sp.|2050816,NA,NA,NA,NA,NA,NA
1477,2052551,Monocillium_ligusticum,Monocillium_ligusticum|2052551,Monocillium_ligusticum|2052551,NA,NA,NA,NA,NA,NA
1478,2055893,Halalkaliarchaeum_desulfuricum,Halalkaliarchaeum_desulfuricum|2055893,Halalkaliarchaeum_desulfuricum|2055893,NA,NA,NA,NA,NA,NA
1479,2058088,Vibrio_sp._vnigr-6D03,Vibrio_sp._vnigr-6D03|2058088,Vibrio_sp._vnigr-6D03|2058088,NA,NA,NA,NA,NA,NA
1480,2065174,Polyozellus_atrolazulinus,Polyozellus_atrolazulinus|2065174,Polyozellus_atrolazulinus|2065174,NA,NA,NA,NA,NA,NA
1481,2066993,Rhodofomes_cajanderi,Rhodofomes_cajanderi|2066993,Rhodofomes_cajanderi|2066993,NA,NA,NA,NA,NA,NA
1482,2067842,Cortinarius_athabascus,Cortinarius_athabascus|2067842,Cortinarius_athabascus|2067842,NA,NA,NA,NA,NA,NA
1483,2070380,Escovopsis_sp.,Escovopsis_sp.|2070380,Escovopsis_sp.|2070380,NA,NA,NA,NA,NA,NA
1484,2071594,Euglena_gracilis_var._saccharophila,Euglena_gracilis_var._saccharophila|2071594,Euglena_gracilis_var._saccharophila|2071594,NA,NA,NA,NA,NA,NA
1485,2072833,Plenodomus_chelidonii,Plenodomus_chelidonii|2072833,Plenodomus_chelidonii|2072833,NA,NA,NA,NA,NA,NA
1486,2074753,Acrodontium_salmoneum,Acrodontium_salmoneum|2074753,Acrodontium_salmoneum|2074753,NA,NA,NA,NA,NA,NA
1487,2074809,Botryoderma_rostratum,Botryoderma_rostratum|2074809,Botryoderma_rostratum|2074809,NA,NA,NA,NA,NA,NA
1488,2074842,Humicola_seminuda,Humicola_seminuda|2074842,Humicola_seminuda|2074842,NA,NA,NA,NA,NA,NA
1489,2074870,Coniochaeta_discospora,Coniochaeta_discospora|2074870,Coniochaeta_discospora|2074870,NA,NA,NA,NA,NA,NA
1490,2075060,Humicola_brevis,Humicola_brevis|2075060,Humicola_brevis|2075060,NA,NA,NA,NA,NA,NA
1491,2075291,Plenodomus_meliloti,Plenodomus_meliloti|2075291,Plenodomus_meliloti|2075291,NA,NA,NA,NA,NA,NA
1492,2075442,Trichosporiella_cerebriformis,Trichosporiella_cerebriformis|2075442,Trichosporiella_cerebriformis|2075442,NA,NA,NA,NA,NA,NA
1493,2126496,Pseudoophiobolus_galii,Pseudoophiobolus_galii|2126496,Pseudoophiobolus_galii|2126496,NA,NA,NA,NA,NA,NA
1494,2126941,Fomitopsis_mounceae,Fomitopsis_mounceae|2126941,Fomitopsis_mounceae|2126941,Circle,10,#FF000,NA,1,NA
1495,2135469,Filimonas_sp._YR581,Filimonas_sp._YR581|2135469,Filimonas_sp._YR581|2135469,NA,NA,NA,NA,NA,NA
1496,2135501,Variovorax_sp._GV004,Variovorax_sp._GV004|2135501,Variovorax_sp._GV004|2135501,NA,NA,NA,NA,NA,NA
1497,2135503,Variovorax_sp._GV035,Variovorax_sp._GV035|2135503,Variovorax_sp._GV035|2135503,NA,NA,NA,NA,NA,NA
1498,2135576,Pseudomonas_sp._GV034,Pseudomonas_sp._GV034|2135576,Pseudomonas_sp._GV034|2135576,NA,NA,NA,NA,NA,NA
1499,2135577,Pseudomonas_sp._GV062,Pseudomonas_sp._GV062|2135577,Pseudomonas_sp._GV062|2135577,NA,NA,NA,NA,NA,NA
1500,2135578,Pseudomonas_sp._GV082,Pseudomonas_sp._GV082|2135578,Pseudomonas_sp._GV082|2135578,NA,NA,NA,NA,NA,NA
